event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PAK56908,2020-04-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Dadu,Dadu,26.7328,67.7763,1,Daily Regional Times (Pakistan),National,"On 13 April 2020, paramedical staff held a rally and a protest demonstration in Dadu town (Dadu, Sindh), demanding insurance, time scale and safety equipment during coronavirus pandemic.",0,crowd size=no report,1708472433
PAK56905,2020-04-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,Daily Regional Times (Pakistan),National,"On 12 April 2020, members of joint action committee of paramedics held a protest demonstration in Larkana city (Larkana, Sindh), demanding insurance, time scale and safety equipment during coronavirus pandemic.",0,crowd size=no report,1708472433
PAK56790,2020-04-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Sanghar,Shahdadpur,Shahdadpur,25.9253,68.6228,1,Daily Regional Times (Pakistan),National,"On 11 April 2020, paramedical staff of SIMS civil hospital held protest demonstration in Shahdadpur city (Sanghar, Sindh), to provide time scale, insurance allowance and accept other demands.",0,crowd size=no report,1708472433
PAK56904,2020-04-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,Daily Regional Times (Pakistan),National,"On 11 April 2020, members of joint action committee of paramedics held a protest demonstration in Larkana city (Larkana, Sindh), demanding insurance, time scale and safety equipment during coronavirus pandemic.",0,crowd size=no report,1708472433
PAK56903,2020-04-10,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,Daily Regional Times (Pakistan),National,"On 10 April 2020, members of joint action committee of paramedics held a protest demonstration in Larkana city (Larkana, Sindh), demanding insurance, time scale and safety equipment during coronavirus pandemic.",0,crowd size=no report,1708472433
PAK56820,2020-04-09,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),YDA: Young Doctors Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Sukkur,Sukkur,Sukkur,27.7051,68.8573,1,Right Vision News,National,"On 9 April 2020, around 200 male and female doctors along with Young doctors association (YDA) staged a protest demonstration at civil hospital in Sukkur city (Sukkur, Sindh), for non-payment of 13-month salaries by the provincial government, demanding release of their salaries.",0,crowd size=around 200,1616530993
PAK56901,2020-04-09,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,Daily Regional Times (Pakistan),National,"On 9 April 2020, members of joint action committee of paramedics held a protest demonstration in Larkana city (Larkana, Sindh), demanding insurance, time scale and safety equipment during coronavirus pandemic.",0,crowd size=no report,1708472433
PAK56874,2020-04-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),YDA: Young Doctors Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Balochistan,Quetta,Quetta City,Quetta,30.1999,67.0097,1,News International (Pakistan),National,"On 8 April 2020, Young Doctors Association (YDA), held a rally from Civil Hospital to chief minister's secretariat chanting slogans against the provincial government against police brutality against health workers protesting for PPE amid coronavirus in Quetta city (Quetta, Balochistan).",0,crowd size=no report,1586893480
PAK56900,2020-04-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,Daily Regional Times (Pakistan),National,"On 8 April 2020, members of joint action committee of paramedics held a protest demonstration in Larkana city (Larkana, Sindh), demanding insurance, time scale and safety equipment during coronavirus pandemic.",0,crowd size=no report,1708472433
PAK56802,2020-04-07,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Balochistan,Quetta,Quetta City,Quetta,30.1999,67.0097,1,Press TV,International,"On 7 April 2020, doctors held a protest in two hospitals in Quetta city (Quetta, Balochistan), a day after police used force on doctors, they demanded personal protective equipment for treating coronavirus patients.",0,crowd size=no report,1586893480
PAK56899,2020-04-07,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,Daily Regional Times (Pakistan),National,"On 7 April 2020, members of joint action committee of paramedics held a protest demonstration in Larkana city (Larkana, Sindh), demanding insurance allowance, time scale and safety equipment during coronavirus pandemic.",0,crowd size=no report,1708472433
PAK56814,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Khairpur Nathan Shah,Goza,27.1044,67.6694,1,Dawn (Pakistan),National,"On 6 April 2020, young doctors and PMA held protest at government hospital in Goza town (Dadu, Sindh), against lack of protective gear and masks for protection from coronavirus.",0,crowd size=no report,1586893480
PAK56817,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Dadu,Phulji,26.8629,67.7883,1,Dawn (Pakistan),National,"On 6 April 2020, young doctors and PMA held protest at government hospital in Phulji town (Dadu, Sindh), against lack of protective gear and masks for protection from coronavirus.",0,crowd size=no report,1586893480
PAK56813,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Johi,Johi,26.6921,67.6133,1,Dawn (Pakistan),National,"On 6 April 2020, young doctors and PMA held protest at government hospital in Johi town (Dadu, Sindh), against lack of protective gear and masks for protection from coronavirus.",0,crowd size=no report,1586893480
PAK56812,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Dadu,Dadu,26.7328,67.7763,1,Dawn (Pakistan),National,"On 6 April 2020, young doctors and PMA held protest at government hospital in Dadu city (Dadu, Sindh), against lack of protective gear and masks for protection from coronavirus.",0,crowd size=no report,1586893480
PAK56788,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Multan,Multan City,Multan,30.1978,71.4697,1,Right Vision News,National,"On 6 April 2020, paramedics held a protest demonstration in Multan city (Multan, Punjab), against CPEIC administration alleging that the senior doctor had threatened health worker to get his job terminated when latter brought into his notice the misuse of injector syringe. The protestors said that behaviour of the senior doctor was inappropriate and rude towards his staff.",0,crowd size=no report,1586893480
PAK56787,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Express Tribune (Pakistan),National,"On 6 April 2020, doctors and paramedics in Karachi city (Karachi City, Sindh) held a protest as the government failed to provide them personal protective equipment for treating coronavirus patients.",0,crowd size=no report,1618442048
PAK56799,2020-04-06,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Pakistan),Baloch Ethnic Group (Pakistan); Health Workers (Pakistan),Protesters,Police Forces of Pakistan (2018-2022),,State forces,State forces-Protesters,,586,South Asia,Pakistan,Balochistan,Quetta,Quetta City,Quetta,30.1999,67.0097,1,Asian News International,Regional,"On 6 April 2020, police used force and arrested health workers in Quetta city (Balochistan) when they were protesting over inadequate Personal Protective Equipment during the coronavirus outbreak. Dozens were arrested.",0,crowd size=at least dozens,1704837689
PAK56816,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan); PMA: Pakistan Medical Association,Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Khairpur Nathan Shah,Sita,27.0381,67.8481,1,Dawn (Pakistan),National,"On 6 April 2020, young doctors and PMA held protest at government hospital in Sita town (Dadu, Sindh), against lack of protective gear and masks for protection from coronavirus.",0,crowd size=no report,1730240833
PAK56815,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan); PMA: Pakistan Medical Association,Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Mehar,Mehar,27.1806,67.8228,1,Dawn (Pakistan),National,"On 6 April 2020, young doctors and PMA held protest at government hospital in Mehar town (Dadu, Sindh), against lack of protective gear and masks for protection from coronavirus.",0,crowd size=no report,1739921058
PAK56786,2020-04-05,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Express Tribune (Pakistan),National,"On 5 April 2020, doctors and paramedics in Karachi city (Karachi City, Sindh) held a protest as the government failed to provide them personal protective equipment for treating coronavirus patients.",0,crowd size=no report,1618442048
PAK56785,2020-04-04,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Express Tribune (Pakistan),National,"On 4 April 2020, doctors and paramedics in Karachi city (Karachi City, Sindh) held a protest as the government failed to provide them personal protective equipment for treating coronavirus patients.",0,crowd size=no report,1618442048
PAK56784,2020-04-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Express Tribune (Pakistan),National,"On 3 April 2020, doctors and paramedics in Karachi city (Karachi City, Sindh) held a protest as the government failed to provide them personal protective equipment for treating coronavirus patients.",0,crowd size=no report,1618442048
PAK56762,2020-04-02,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Multan,Multan City,Multan,30.1978,71.4697,1,News International (Pakistan),National,"On 2 April 2020, Pakistan Medical Association protested in Multan city (Multan, Punjab), against the unavailability of coronavirus kits for doctors at the basic health units and hospitals.",0,crowd size=no report,1586285314
PAK56763,2020-04-02,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Multan,Shuabad,Shujabad,29.8797,71.2931,1,News International (Pakistan),National,"On 2 April 2020, Pakistan Medical Association protested in Shujabad town (Multan, Punjab), against the unavailability of coronavirus kits for doctors at the basic health units and hospitals.",0,crowd size=no report,1586285314
PAK56767,2020-04-02,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Multan,Multan Saddar,Qadirpur Ran,30.2918,71.6716,1,News International (Pakistan),National,"On 2 April 2020, Pakistan Medical Association protested in Qadirpur Ran town (Multan, Punjab), against the unavailability of coronavirus kits for doctors at the basic health units and hospitals.",0,crowd size=no report,1618503080
PAK56766,2020-04-02,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Multan,Jalalpur Pirwala,Jalalpur Pirwala,29.5051,71.222,1,News International (Pakistan),National,"On 2 April 2020, Pakistan Medical Association protested in Jalalpur Pirwala town (Multan, Punjab), against the unavailability of coronavirus kits for doctors at the basic health units and hospitals.",0,crowd size=no report,1586285314
PAK56765,2020-04-02,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Pakistan),Health Workers (Pakistan),Rioters,Civilians (Pakistan),Health Workers (Pakistan),Civilians,Rioters-Civilians,,586,South Asia,Pakistan,Punjab,Lahore,Lahore City,Lahore - Data Gunj Buksh,31.5785,74.2903,1,News International (Pakistan),National,"On 2 April 2020, scores of doctors and paramedics attacked the office of Services Hospital Medical Superintendent (MS) after demonstrating in Lahore - Data Gunj Buksh (Lahore, Punjab), against not giving them protective equipment for treating coronavirus patients.",0,crowd size=scores,1720552472
PAK56783,2020-04-01,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Express Tribune (Pakistan),National,"On 1 April 2020, doctors and paramedics in Karachi city (Karachi City, Sindh) held a protest as the government failed to provide them personal protective equipment for treating coronavirus patients.",0,crowd size=no report,1618442048
